id_event,Event,Season,Year,NOC,Sport
536,Sailing Mixed Skiff,Summer,2004,DEN,Sailing
537,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",Summer,1908,DEN,Shooting
538,"Shooting Men's Running Target, Single And Double Shot",Summer,1956,AUS,Shooting
539,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",Summer,1912,USA,Shooting
540,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",Summer,1912,USA,Shooting
541,Swimming Women's 10 kilometres Open Water,Summer,2012,USA,Swimming
542,Snowboarding Women's Slopestyle,Winter,2014,USA,Snowboarding
543,Snowboarding Men's Giant Slalom,Winter,1998,CAN,Snowboarding
544,Snowboarding Men's Parallel Giant Slalom,Winter,2002,CAN,Snowboarding
545,Snowboarding Men's Boardercross,Winter,2006,CAN,Snowboarding
546,Snowboarding Men's Parallel Slalom,Winter,2014,CAN,Snowboarding
547,"Cycling Men's Team Pursuit, 1,980 yards",Summer,1908,CAN,Cycling
548,"Cycling Men's 5,000 metres",Summer,1908,CAN,Cycling
549,Cycling Men's 100 kilometres,Summer,1908,CAN,Cycling
550,Cricket Men's Cricket,Summer,1900,GBR,Cricket
551,"Canoeing Men's Canadian Singles, 10,000 metres",Summer,1948,SWE,Canoeing
552,Cross Country Skiing Women's Team Sprint,Winter,2006,SWE,Cross Country Skiing
553,Boxing Women's Middleweight,Summer,2012,KEN,Boxing
554,Sailing Men's Skiff,Summer,2012,POR,Sailing
555,Athletics Men's Pentathlon,Summer,1912,FRA,Athletics
556,"Swimming Men's 1,200 metres Freestyle",Summer,1896,GRE,Swimming
557,Shooting Women's Skeet,Summer,2012,CYP,Shooting
558,Biathlon Men's 15 kilometres Mass Start,Winter,2006,NOR,Biathlon
559,Cross Country Skiing Men's 30 km Skiathlon,Winter,2006,NOR,Cross Country Skiing
560,Cycling Men's 1/4 mile,Summer,1904,USA,Cycling
561,Cycling Men's 1/2 mile,Summer,1904,USA,Cycling
562,Cycling Men's 5 mile,Summer,1904,USA,Cycling
563,Cycling Men's 25 mile,Summer,1904,USA,Cycling
564,"Shooting Men's Small-Bore Rifle, Standing, 50 metres",Summer,1920,BEL,Shooting
565,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team",Summer,1920,BEL,Shooting
566,Speed Skating Men's Team Pursuit (8 laps),Winter,2006,ITA,Speed Skating
567,"Shooting Men's Free Rifle, 1,000 Yards",Summer,1908,FRA,Shooting
568,Cycling Women's Team Pursuit,Summer,2016,AUS,Cycling
569,"Speed Skating Women's 5,000 metres",Winter,2002,GER,Speed Skating
570,"Athletics Men's 3,000 metres Walk",Summer,1920,SUI,Athletics
571,Snowboarding Women's Boardercross,Winter,2006,FRA,Snowboarding
572,"Shooting Mixed Running Target, 50 metres",Summer,1972,GBR,Shooting
573,Luge Mixed Team Relay,Winter,2014,RUS,Luge
574,Cycling Women's Individual Time Trial,Summer,2012,RUS,Cycling
575,"Fencing Women's Sabre, Individual",Summer,2016,JPN,Fencing
576,"Fencing Men's Sabre, Individual, Three Hits",Summer,1906,HUN,Fencing
577,Archery Women's Double National Round,Summer,1908,GBR,Archery
578,Cycling Men's Omnium,Summer,2012,COL,Cycling
579,Equestrianism Mixed Hacks And Hunter Combined,Summer,1900,FRA,Equestrianism
580,Sailing Mixed 10 metres,Summer,1920,NOR,Sailing
581,"Shooting Men's Trap, Team",Summer,1920,USA,Shooting
582,"Cycling Women's Individual Pursuit, 3,000 metres",Summer,1996,GER,Cycling
583,Cycling Women's Points Race,Summer,1996,GER,Cycling
584,Sailing Men's Two Person Keelboat,Summer,2004,ESP,Sailing
585,Cycling Men's Keirin,Summer,2000,USA,Cycling
586,Cycling Men's Team Sprint,Summer,2000,USA,Cycling
587,Athletics Men's 5 mile,Summer,1906,GRE,Athletics
588,"Shooting Men's Running Target, Single Shot, Team",Summer,1912,SWE,Shooting
589,Bobsleigh Women's Two,Winter,2010,JPN,Bobsleigh
590,Racquets Men's Singles,Summer,1908,GBR,Racquets
591,Racquets Men's Doubles,Summer,1908,GBR,Racquets
592,"Art Competitions Mixed Literature, Lyric Works",Summer,1948,FIN,Art Competitions
593,Motorboating Mixed A-Class (Open),Summer,1908,GBR,Motorboating
594,Archery Men's Continental Style,Summer,1908,FRA,Archery
595,Military Ski Patrol Men's Military Ski Patrol,Winter,1924,SUI,Military Ski Patrol
596,"Art Competitions Mixed Painting, Graphic Arts",Summer,1928,GER,Art Competitions
597,"Wrestling Women's Flyweight, Freestyle",Summer,2016,USA,Wrestling
598,"Art Competitions Mixed Literature, Unknown Event",Summer,1936,TCH,Art Competitions
599,Sailing Mixed 0.5-1 Ton,Summer,1900,FRA,Sailing
600,"Art Competitions Mixed Painting, Applied Arts",Summer,1948,GBR,Art Competitions
601,"Croquet Mixed Singles, One Ball",Summer,1900,FRA,Croquet
602,Croquet Mixed Doubles,Summer,1900,FRA,Croquet
603,"Shooting Men's Running Target, Double Shot, Team",Summer,1924,FIN,Shooting
604,"Shooting Men's Free Pistol, 50 yards",Summer,1908,USA,Shooting
605,"Shooting Men's Free Pistol, 50 yards, Team",Summer,1908,USA,Shooting
606,"Fencing Men's epee, Masters and Amateurs, Individual",Summer,1900,FRA,Fencing
607,Swimming Men's 10 kilometres Open Water,Summer,2016,BUL,Swimming
608,"Art Competitions Mixed Music, Compositions For Orchestra",Summer,1948,POL,Art Competitions
609,Archery Men's Double York Round,Summer,1908,GBR,Archery
610,"Wrestling Women's Middleweight, Freestyle",Summer,2008,MGL,Wrestling
611,"Equestrianism Men's Vaulting, Individual",Summer,1920,FRA,Equestrianism
612,Swimming Men's 4 x 250 metres Freestyle Relay,Summer,1906,GER,Swimming
613,Freestyle Skiing Women's Slopestyle,Winter,2014,AUT,Freestyle Skiing
614,Table Tennis Women's Team,Summer,2008,CRO,Table Tennis
615,Athletics Women's Hammer Throw,Summer,2000,ITA,Athletics
616,"Canoeing Men's Kayak Singles, 200 metres",Summer,2012,LTU,Canoeing
617,Short Track Speed Skating Women's 500 metres,Winter,1994,ITA,Short Track Speed Skating
618,Shooting Women's Double Trap,Summer,2004,AUS,Shooting
619,Rowing Men's 6-Man Naval Rowing Boats,Summer,1906,GRE,Rowing
620,Art Competitions Mixed Music,Summer,1924,GBR,Art Competitions
621,"Shooting Men's Free Rifle, Kneeling, 300 metres",Summer,1900,BEL,Shooting
622,"Shooting Men's Free Rifle, Prone, 300 metres",Summer,1900,BEL,Shooting
623,"Shooting Men's Free Rifle, Standing, 300 metres",Summer,1900,BEL,Shooting
624,"Short Track Speed Skating Women's 1,000 metres",Winter,1994,FRA,Short Track Speed Skating
625,"Athletics Men's 3,200 metres Steeplechase",Summer,1908,GBR,Athletics
626,Rowing Women's Coxless Fours,Summer,1992,CAN,Rowing
627,Freestyle Skiing Women's Ski Cross,Winter,2014,FRA,Freestyle Skiing
628,Freestyle Skiing Men's Ski Cross,Winter,2010,CAN,Freestyle Skiing
629,"Tennis Men's Doubles, Covered Courts",Summer,1908,GBR,Tennis
630,"Tennis Men's Singles, Covered Courts",Summer,1912,GBR,Tennis
631,Cycling Men's 25 kilometres,Summer,1900,FRA,Cycling
632,"Nordic Combined Men's Normal Hill / 10 km, Individual",Winter,2010,ITA,Nordic Combined
633,"Nordic Combined Men's Large Hill / 10 km, Individual",Winter,2010,ITA,Nordic Combined
634,"Shooting Men's Military Rifle, 200 metres",Summer,1896,SUI,Shooting
635,"Short Track Speed Skating Women's 1,500 metres",Winter,2006,USA,Short Track Speed Skating
636,Athletics Men's Standing Triple Jump,Summer,1900,USA,Athletics
637,Rowing Men's Coxed Pairs (1 kilometres),Summer,1906,DEN,Rowing
638,"Shooting Men's Military Pistol, 30 metres",Summer,1920,USA,Shooting
639,Cycling Women's Keirin,Summer,2016,COL,Cycling
640,"Archery Men's Au Cordon Dore, 50 metres",Summer,1900,FRA,Archery
641,Swimming Women's 300 metres Freestyle,Summer,1920,AUS,Swimming
642,Snowboarding Women's Giant Slalom,Winter,1998,NZL,Snowboarding
643,"Canoeing Men's Canadian Singles, 200 metres",Summer,2012,ESP,Canoeing
644,Sailing Mixed 30 metres,Summer,1920,SWE,Sailing
645,"Athletics Men's 4,000 metres Steeplechase",Summer,1900,GBR,Athletics
646,"Athletics Men's 5,000 metres, Team",Summer,1900,GBR,Athletics
647,Snowboarding Men's Slopestyle,Winter,2014,NOR,Snowboarding
648,Rowing Men's Coxed Pairs (1 mile),Summer,1906,FRA,Rowing
649,Art Competitions Mixed Unknown Event,Summer,1932,PER,Art Competitions
650,Cycling Women's Omnium,Summer,2016,FRA,Cycling
651,Freestyle Skiing Men's Halfpipe,Winter,2014,FRA,Freestyle Skiing
652,Swimming Men's 200 metres Obstacle Course,Summer,1900,FRA,Swimming
653,Swimming Men's 200 metres Team Swimming,Summer,1900,FRA,Swimming
654,Sailing Mixed 12 foot,Summer,1920,NED,Sailing
655,"Art Competitions Mixed Music, Instrumental And Chamber",Summer,1936,ITA,Art Competitions
656,"Art Competitions Mixed Music, Vocals",Summer,1948,ITA,Art Competitions
657,"Art Competitions Mixed Literature, Dramatic Works",Summer,1948,SUI,Art Competitions
658,Jeu De Paume Men's Singles,Summer,1908,GBR,Jeu De Paume
659,Sailing Mixed 10-20 Ton,Summer,1900,FRA,Sailing
660,Cycling Men's 1/3 mile,Summer,1904,USA,Cycling
661,Cycling Men's 1 mile,Summer,1904,USA,Cycling
662,Cycling Men's 2 mile,Summer,1904,USA,Cycling
663,"Art Competitions Mixed Sculpturing, Medals And Plaques",Summer,1948,TCH,Art Competitions
664,"Athletics Men's 1,600 metres Medley Relay",Summer,1908,SWE,Athletics
665,"Croquet Mixed Singles, Two Balls",Summer,1900,FRA,Croquet
666,"Canoeing Men's Folding Kayak Doubles, 10 kilometres",Summer,1936,SWE,Canoeing
667,Athletics Men's 60 metres,Summer,1904,USA,Athletics
668,Snowboarding Women's Parallel Giant Slalom,Winter,2002,FRA,Snowboarding
669,Sailing Mixed 2-3 Ton,Summer,1900,FRA,Sailing
670,Speed Skating Men's Allround,Winter,1924,SWE,Speed Skating
671,"Shooting Men's Military Rifle, Prone, 600 metres",Summer,1920,SWE,Shooting
672,"Canoeing Men's Canadian Doubles, 10,000 metres",Summer,1952,SWE,Canoeing
673,Snowboarding Women's Parallel Slalom,Winter,2014,ITA,Snowboarding
674,"Shooting Men's Dueling Pistol, 30 metres, Team",Summer,1912,GER,Shooting
675,"Gymnastics Men's Parallel Bars, Teams",Summer,1896,GER,Gymnastics
676,"Gymnastics Men's Horizontal Bar, Teams",Summer,1896,GER,Gymnastics
677,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team",Summer,1912,SWE,Shooting
678,"Art Competitions Mixed Sculpturing, Medals And Reliefs",Summer,1928,NED,Art Competitions
679,"Athletics Men's 1,500 metres Walk",Summer,1906,USA,Athletics
680,"Athletics Men's 3 mile, Team",Summer,1908,USA,Athletics
681,"Art Competitions Mixed Sculpturing, Medals",Summer,1936,SUI,Art Competitions
682,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres",Summer,1906,ITA,Shooting
683,"Equestrianism Men's Vaulting, Team",Summer,1920,BEL,Equestrianism
684,"Shooting Men's Free Rifle, Any Position, 300 metres",Summer,1906,NOR,Shooting
685,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres",Summer,1906,NOR,Shooting
686,Swimming Men's 100 Yard Backstroke,Summer,1904,GER,Swimming
687,Swimming Men's 440 Yard Breaststroke,Summer,1904,GER,Swimming
688,"Art Competitions Mixed Literature, Epic Works",Summer,1948,AUT,Art Competitions
689,Art Competitions Mixed Architecture,Summer,1924,NED,Art Competitions
690,"Athletics Men's 3,500 metres Walk",Summer,1908,GBR,Athletics
691,Roque Men's Singles,Summer,1904,USA,Roque
692,Gymnastics Men's Side Horse,Summer,1924,GBR,Gymnastics
693,Alpinism Mixed Alpinism,Winter,1924,GBR,Alpinism
694,Archery Men's Double American Round,Summer,1904,USA,Archery
695,Archery Men's Team Round,Summer,1904,USA,Archery
696,"Archery Men's Target Archery, 33 metres, Individual",Summer,1920,FRA,Archery
697,"Archery Men's Target Archery, 50 metres, Individual",Summer,1920,FRA,Archery
698,"Swimming Men's 1,000 metres Freestyle",Summer,1900,GBR,Swimming
699,Athletics Men's 10 mile Walk,Summer,1908,GBR,Athletics
700,"Athletics Men's Discus Throw, Both Hands",Summer,1912,USA,Athletics
701,Golf Men's Team,Summer,1904,USA,Golf
702,Sailing Mixed 0-0.5 Ton,Summer,1900,FRA,Sailing
703,Sailing Mixed 20+ Ton,Summer,1900,GBR,Sailing
704,Cycling Women's Team Sprint,Summer,2016,ESP,Cycling
705,"Weightlifting Men's Unlimited, Two Hands",Summer,1906,ITA,Weightlifting
706,"Shooting Men's Free Pistol, 25 metres",Summer,1906,SWE,Shooting
707,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres",Summer,1906,SWE,Shooting
708,"Shooting Men's Military Revolver, 20 metres",Summer,1906,SWE,Shooting
709,Shooting Men's Dueling Pistol Au Vise 20 metres,Summer,1906,SWE,Shooting
710,"Shooting Men's Dueling Pistol Au Commandement, 25 metres",Summer,1906,SWE,Shooting
711,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team",Summer,1912,SWE,Shooting
712,Sailing Mixed 6.5 metres,Summer,1920,NED,Sailing
713,Athletics Men's 200 metres Hurdles,Summer,1904,USA,Athletics
714,Athletics Men's 56-pound Weight Throw,Summer,1904,USA,Athletics
715,Equestrianism Mixed Four-In-Hand Competition,Summer,1900,FRA,Equestrianism
716,"Athletics Men's 2,500 metres Steeplechase",Summer,1900,FRA,Athletics
717,"Art Competitions Mixed Music, Unknown Event",Summer,1936,YUG,Art Competitions
718,Athletics Men's All-Around Championship,Summer,1904,USA,Athletics
719,"Archery Men's Pole Archery, Small Birds, Individual",Summer,1920,BEL,Archery
720,"Archery Men's Pole Archery, Large Birds, Individual",Summer,1920,BEL,Archery
721,"Archery Men's Pole Archery, Small Birds, Team",Summer,1920,BEL,Archery
722,"Archery Men's Pole Archery, Large Birds, Team",Summer,1920,BEL,Archery
723,"Athletics Men's 2,590 metres Steeplechase",Summer,1904,USA,Athletics
724,Archery Women's Double Columbia Round,Summer,1904,USA,Archery
725,"Athletics Men's 4 mile, Team",Summer,1904,FRA,Athletics
726,Figure Skating Men's Special Figures,Summer,1908,GBR,Figure Skating
727,"Shooting Men's Military Rifle, Standing, 300 metres",Summer,1920,NOR,Shooting
728,Swimming Men's 50 yard Freestyle,Summer,1904,USA,Swimming
729,Swimming Men's 100 yard Freestyle,Summer,1904,USA,Swimming
730,Swimming Men's 440 yard Freestyle,Summer,1904,USA,Swimming
731,Basque Pelota Men's Two-Man Teams With Cesta,Summer,1900,ESP,Basque Pelota
732,"Shooting Men's Trap, Single Shot, 16 metres",Summer,1906,FRA,Shooting
733,"Shooting Men's Trap, Double Shot, 14 metres",Summer,1906,FRA,Shooting
734,Equestrianism Mixed Long Jump,Summer,1900,FRA,Equestrianism
735,"Canoeing Men's Folding Kayak Singles, 10 kilometres",Summer,1936,BEL,Canoeing
736,"Shooting Men's Free Pistol, 30 metres",Summer,1896,GRE,Shooting
737,"Shooting Men's Military Pistol, 25 metres",Summer,1896,GRE,Shooting
738,Swimming Men's 100 metres Freestyle For Sailors,Summer,1896,GRE,Swimming
739,Archery Men's Sur La Perche a La Herse,Summer,1900,BEL,Archery
740,Sailing Mixed 3-10 Ton,Summer,1900,FRA,Sailing
741,"Gymnastics Men's Individual All-Around, 4 Events",Summer,1904,USA,Gymnastics
742,"Wrestling Men's Unlimited Class, Greco-Roman",Summer,1896,GBR,Wrestling
743,Motorboating Mixed B-Class (Under 60 Feet),Summer,1908,GBR,Motorboating
744,Motorboating Mixed C-Class,Summer,1908,GBR,Motorboating
745,"Cycling Men's 10,000 metres",Summer,1896,FRA,Cycling
746,"Art Competitions Mixed Sculpturing, Reliefs",Summer,1948,GBR,Art Competitions
747,"Shooting Men's Muzzle-Loading Pistol, 25 metres",Summer,1896,GRE,Shooting
748,Equestrianism Mixed High Jump,Summer,1900,FRA,Equestrianism
749,Archery Men's Sur La Perche a La Pyramide,Summer,1900,BEL,Archery
750,"Fencing Men's Single Sticks, Individual",Summer,1904,USA,Fencing
751,Gymnastics Men's Tumbling,Summer,1932,USA,Gymnastics
752,Shooting Men's Unknown Event,Summer,1920,BEL,Shooting
753,Sailing Mixed 18 foot,Summer,1920,GBR,Sailing
754,Archery Men's Unknown Event,Summer,1900,NED,Archery
755,"Archery Men's Au Chapelet, 50 metres",Summer,1900,FRA,Archery
756,Archery Men's Championnat Du Monde,Summer,1900,FRA,Archery
757,Archery Women's Team Round,Summer,1904,USA,Archery
758,"Wrestling Men's All-Around, Greco-Roman",Summer,1906,DEN,Wrestling
759,Cycling Men's 12-Hours Race,Summer,1896,GBR,Cycling
760,Swimming Men's 500 metres Freestyle,Summer,1896,GRE,Swimming
761,Weightlifting Men's All-Around Dumbbell Contest,Summer,1904,GER,Weightlifting
762,"Archery Men's Au Chapelet, 33 metres",Summer,1900,FRA,Archery
763,"Archery Men's Au Cordon Dore, 33 metres",Summer,1900,FRA,Archery
764,"Archery Men's Target Archery, 28 metres, Individual",Summer,1920,FRA,Archery
765,Aeronautics Mixed Aeronautics,Summer,1936,SUI,Aeronautics
